id,genero,idgenero,año_ingreso,semestre_trimestre,idprograma,programa,facultad,campus,sede,jornada,duracionprograma,añooportuno,estadoalumno,idestadoalumno,tipoprograma
164,Hombre,1,2018,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
165,Mujer,0,2014,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
166,Hombre,1,2018,1,UNAB35554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,LNS,Santiago,On Line,28,2020,Activo,1,Magíster
167,Hombre,1,2015,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
168,Hombre,1,2017,1,UNAB35496,Magíster en Dirección de Operaciones y Logística,Ingeniería,ANT,Santiago,On Line,4,2019,Desertor,0,Magíster
169,Hombre,1,2017,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
170,Mujer,0,2018,2,UNAB35519,Magíster en Gestión e Inclusión laboral de Personas en Situación de Discapacidad,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
171,Mujer,0,2014,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
172,Mujer,0,2014,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
173,Hombre,1,2015,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
174,Mujer,0,2016,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2018,Desertor,0,Magíster
175,Hombre,1,2014,2,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,On Line,3,2016,Desertor,0,Magíster
176,Mujer,0,2015,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
177,Hombre,1,2017,1,UNAB35553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,On Line,26,2019,Desertor,0,Magíster
178,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
179,Hombre,1,2017,2,UNAB25419,Magíster en Tributación,Economía y Negocios,LNS,Santiago,Vespertina,4,2020,Activo,1,Magíster
180,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
181,Hombre,1,2015,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
182,Mujer,0,2014,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
183,Mujer,0,2014,2,IPPG15348,MBA con Especialización en Salud,IPPG,CON,Concepción,Diurna,4,2017,Desertor,0,Magíster
184,Hombre,1,2015,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
185,Hombre,1,2018,2,UNAB35496,Magíster en Dirección de Operaciones y Logística,Ingeniería,ANT,Santiago,On Line,4,2021,Activo,1,Magíster
186,Mujer,0,2014,1,UNAB25419,Magíster en Tributación,Economía y Negocios,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
187,Hombre,1,2016,2,UNAB35553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,On Line,26,2018,Desertor,0,Magíster
188,Hombre,1,2014,1,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,On Line,3,2016,Desertor,0,Magíster
189,Mujer,0,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
190,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2019,Desertor,0,Magíster
191,Mujer,0,2015,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
192,Mujer,0,2018,1,UNAB25419,Magíster en Tributación,Economía y Negocios,LNS,Santiago,Vespertina,4,2020,Activo,1,Magíster
193,Mujer,0,2017,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
194,Mujer,0,2017,2,UNAB25419,Magíster en Tributación,Economía y Negocios,LNS,Santiago,Vespertina,4,2020,Activo,1,Magíster
195,Mujer,0,2016,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
196,Mujer,0,2016,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
197,Mujer,0,2017,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
198,Mujer,0,2017,2,UNAB25551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,Vespertina,26,2019,Desertor,0,Magíster
199,Hombre,1,2018,2,UNAB35496,Magíster en Dirección de Operaciones y Logística,Ingeniería,ANT,Santiago,On Line,4,2021,Activo,1,Magíster
200,Hombre,1,2015,2,UNAB15527,Magíster en Dirección y Gestión de Empresas (MBA Executive),Economía y Negocios,EXT,Santiago,Diurna,4,2018,Desertor,0,Magíster
201,Hombre,1,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
202,Mujer,0,2018,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
203,Hombre,1,2015,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2017,Desertor,0,Magíster
204,Mujer,0,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
205,Mujer,0,2015,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
206,Mujer,0,2017,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
207,Hombre,1,2014,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2016,Desertor,0,Magíster
208,Mujer,0,2018,1,UNAB25419,Magíster en Tributación,Economía y Negocios,LNS,Santiago,Vespertina,4,2020,Activo,1,Magíster
209,Hombre,1,2018,1,UNAB35636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2020,Activo,1,Magíster
210,Mujer,0,2015,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
211,Mujer,0,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
212,Mujer,0,2016,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
213,Hombre,1,2015,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
214,Mujer,0,2016,1,IPPG35348,MBA con Especialización en Salud,IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
215,Hombre,1,2018,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
216,Hombre,1,2018,2,UNAB25419,Magíster en Tributación,Economía y Negocios,LNS,Santiago,Vespertina,4,2021,Activo,1,Magíster
217,Mujer,0,2016,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
218,Mujer,0,2018,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2021,Activo,1,Magíster
219,Hombre,1,2015,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
220,Hombre,1,2018,1,UNAB35636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2020,Activo,1,Magíster
221,Hombre,1,2016,1,UNAB15350,Magister en Fisiopatología Craneocervical Craneomandibular y Dolor Facial,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
222,Hombre,1,2014,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
223,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2021,Activo,1,Magíster
224,Mujer,0,2017,1,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
225,Hombre,1,2016,2,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,Vespertina,3,2018,Desertor,0,Magíster
226,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
227,Mujer,0,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
228,Mujer,0,2018,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2021,Activo,1,Magíster
229,Hombre,1,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
230,Hombre,1,2017,2,UNAB35501,Magíster Internacional en Administración de Empresas,Economía y Negocios,CAS,Santiago,On Line,2,2019,Desertor,0,Magíster
231,Mujer,0,2016,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
232,Mujer,0,2018,1,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
233,Mujer,0,2018,1,UNAB26220,Magister en Comprensión Lectora y Producción de Textos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
234,Mujer,0,2014,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
235,Mujer,0,2014,1,UNAB25361,Magister en Educación Inicial Mención en Didactica de las Matemáticas y el Lenguaje,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
236,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
237,Mujer,0,2016,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
238,Hombre,1,2017,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2019,Desertor,0,Magíster
239,Mujer,0,2018,1,UNAB25419,Magíster en Tributación,Economía y Negocios,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
240,Mujer,0,2018,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
241,Mujer,0,2017,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
242,Mujer,0,2016,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
243,Mujer,0,2016,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,CON,Concepción,Vespertina,3,2018,Desertor,0,Magíster
244,Mujer,0,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
245,Hombre,1,2015,2,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
246,Mujer,0,2017,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2019,Desertor,0,Magíster
247,Hombre,1,2018,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2021,Activo,1,Magíster
248,Mujer,0,2014,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
249,Hombre,1,2018,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
250,Hombre,1,2018,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
251,Hombre,1,2018,2,UNAB35553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,On Line,26,2020,Activo,1,Magíster
252,Mujer,0,2017,1,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
253,Mujer,0,2016,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
254,Hombre,1,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
255,Hombre,1,2018,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,CAS,Santiago,On Line,4,2020,Activo,1,Magíster
256,Mujer,0,2015,1,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,Diurna,4,2017,Desertor,0,Magíster
257,Hombre,1,2017,1,IPPG35348,MBA con Especialización en Salud,IPPG,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
258,Mujer,0,2018,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
259,Mujer,0,2018,2,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
260,Mujer,0,2016,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
261,Mujer,0,2017,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
262,Mujer,0,2015,1,UNAB25477,Magíster en Lenguaje y Comunicación,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2018,Desertor,0,Magíster
263,Hombre,1,2018,3,UNAB35636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2021,Activo,1,Magíster
264,Hombre,1,2014,1,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
265,Hombre,1,2018,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
266,Hombre,1,2015,2,UNAB35409,Magister en Ingeniería Informática,Ingeniería,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
267,Hombre,1,2016,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,VIN,Viña del Mar,Vespertina,3,2018,Desertor,0,Magíster
268,Hombre,1,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
269,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
270,Mujer,0,2018,2,UNAB25551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,Vespertina,26,2020,Activo,1,Magíster
271,Hombre,1,2018,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2020,Activo,1,Magíster
272,Mujer,0,2018,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
273,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
274,Mujer,0,2017,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2020,Activo,1,Magíster
275,Mujer,0,2018,1,UNAB35553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,On Line,26,2020,Activo,1,Magíster
276,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
277,Mujer,0,2018,1,IPPG35348,MBA con Especialización en Salud,IPPG,CAS,Santiago,On Line,4,2020,Activo,1,Magíster
278,Hombre,1,2017,1,UNAB35496,Magíster en Dirección de Operaciones y Logística,Ingeniería,ANT,Santiago,On Line,4,2019,Desertor,0,Magíster
279,Mujer,0,2014,1,UNAB15424,Magíster en Educación Temprana,Educación y Ciencias Sociales,BEL,Santiago,Diurna,4,2016,Desertor,0,Magíster
280,Mujer,0,2017,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2019,Desertor,0,Magíster
281,Mujer,0,2014,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
282,Hombre,1,2017,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
283,Mujer,0,2018,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,CAS,Santiago,On Line,4,2020,Activo,1,Magíster
284,Mujer,0,2015,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
285,Hombre,1,2018,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
286,Mujer,0,2018,1,UNAB25553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,LNS,Santiago,Vespertina,26,2020,Activo,1,Magíster
287,Mujer,0,2018,1,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
288,Mujer,0,2016,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2018,Desertor,0,Magíster
